,title,label
987,Epoll transport doesn't work with custom FileRegion implementation,BUG
988,Using EpollEventLoopGroup with authbind fails to bind to privileged ports,BUG
989,DnsAddressResolverGroup does not respect java.net.preferIPv4Stack=true,BUG
990,IndexOutOfBoundsException from CompositeByteBuf.forEachByteDesc,BUG
991,HTTP/2: SETTINGS_HEADER_TABLE_SIZE should be an unsigned int,BUG
992,Netty DNS Answer Section not correctly decoded,BUG
993,The example of websocketx doesn't work.,BUG
994,Why cookie name is case-insensitive,BUG
995,Static initializers can cause deadlock,BUG
996,"Result of ByteBufUtil.compare(ByteBuf a, ByteBuf b) is dependent on ByteOrder of supplied ByteBufs",BUG
997,SniHandler#replaceHandler() may leak (reference counted) SslContexts,BUG
998,NotYetConnectedException from write to connected channel,BUG
999,Disable IPv6 address lookups when -Djava.net.preferIPv4Stack=true,BUG
1000,NoSuchMethodError newSSL when running under tomcat,BUG
1001,channelInactive events with no previous channelActive,BUG
1002,Unpooled.wrappedBuffer with a direct ByteBuffer on android/dalvik wraps as a heap bytebuf,BUG
1003,Make IdleStateHandler easier to extend,BUG
1004,UnknownHostException mentions hostname with search domain added,BUG
1005,Consider adding findNextPositivePowerOfTwo which does bound checks,BUG
1006,SslHandler: log spam on channel close,BUG
1007,Unpooled tries to double release empty buffer,BUG
1008,Allow ndots=0 in DnsNameResolver and search domains,BUG
1009,ChannelInitializer doesn't works properly for parent channel in ServerBootstrap,BUG
1010,OpenSslServerContext NullPointEexception when using a KeyManagerFactory,BUG
1011,"resolve ""localhost"" returns InetAddress object without hostname in Windows",BUG
1012,SimpleChannelPool#notifyConnect() may leak Channels,BUG
1013,Investigate  GlobalEventExecutorTest.testAutomaticStartStop test failure,BUG
1014,SimpleChannelPool problematic throwable handling,BUG
1015,Tcnative init failed with org.apache.tomcat.jni.Library.version(I)I in OSGi,BUG
1016,"in PoolArena's method of toString, part of smallSubpagePools should begin with index 0",BUG
1017,MemoryFileUpload & DiskFileUpload NOT equals itself,BUG
1018,SingleThreadEventExecutor.invokeAll() can deadlock,BUG
1019,Race in Netty's DefaultPromise,BUG
1020,netty 4.0.37 causes hangs in Apache Cassandra,BUG
1021,NullPointerException in HttpPostRequestEncoder,BUG
1022,DnsNameResolver should not bind locally,BUG
1023,http2: Off-by-one accounting with flow control and padding,BUG
1024,"Incorrect protocol version & ""host"" header in HttpProxyHandler",BUG
1025,HttpContentDecompressor should change decompressed requests to chunked encoding,BUG
1026,sec-websocket-origin should mention HTTPS,BUG
1027,DnsNameResolver does not resolve property A+CNAME answer,BUG
1028,AbstractBootstrap#initAndRegister crash doesn't notify promise,BUG
1029,io.netty.resolver.dns.DnsNameResolver does not resolve localhost on Windows,BUG
1030,Running unit tests from within IntelliJ no longer works after JCTools change.,BUG
1031,HttpContentCompressor/HttpContentEncoder should not set chunked transfer-encoding for HTTP 1.0,BUG
1032,DelegatingDecompressorFrameListener doesn't support deferral of processed bytes,BUG
1033,Leak in OpenSslContext,BUG
1034,Netty 4.1.0.Final : testSoLingerZeroCausesOnlyRstOnClose failed,BUG
1035,"OpensslEngine throws ""session id context uninitialized"" when used with client authentication",BUG
1036,Netty 4.1.0.Final : IllegalStateException: executor not accepting a task,BUG
1037,NioEventLoopGroup deadlocks 1 second on close when using a DnsAddressResolverGroup,BUG
1038,HTT/2 upgrade NPE when performing an upgrade with initial settings window size > 65535,BUG
1039,Livelock issue in MpscLinkedQueue.java,BUG
1040,configurable ChannelConfig for EmbeddedChannel,BUG
1041,IdleStateHandler does not account for voidPromise,BUG
1042,http2 cleartext server example not working,BUG
1043,AssertionError in Hpack Decoder,BUG
1044,PooledByteBufAllocatorTest.testNumThreadCachesWithNoDirectArenas test failure,BUG
1045,wrong huge deallocation counting in PoolArena.free,BUG
1046,HttpPostRequest throws IllegalArgumentException (empty name) on invalid encoded form parameters,BUG
1047,Leak in DefaultHttp2FrameWriter,BUG
1048,Bug in AbstractMemcacheObjectEncoder with FullMemcacheMessage(s),BUG
1049,Redis Buffer Leak,BUG
1050,HTTP2 Frame Decoder Bug,BUG
1051,Infinite loop with late listeners notification,BUG
1052,HostsFileParser tries to resolve hostnames as case-sensitive,BUG
1053,DNS name resolution queries should not be sent while the same query is in progress already.,BUG
1054,NioDatagramChannel can only run under JDK 7+,BUG
1055,JsonObjectDecoder does not handle escaped backslash,BUG
1056,HTTP/2 Http2ConnectionHandler Leak,BUG
1057,ByteBuf Leak HttpResponseDecoderTest.testWebSocketResponseWithDataFollowing,BUG
1058,"deregister and re-register, ClosedChannelException is thrown",BUG
1059,netty-transport-native-epoll-*-linux-x86_64.jar is not OSGi bundle,BUG
1060,All worker threads waiting for addBefore task to finish,BUG
1061,DefaultThreadFactory should stick to the thread group where it was constructed,BUG
1062,Channel (EPOLL) gets closed before response is consumed #2,BUG
1063,"io.netty.handler.codec.CorruptedFrameException: RSV != 0 and no extension negotiated, RSV:1",BUG
1064,ApplicationProtocolNegotiationHandler doesn't work with SniHandler,BUG
1065,Can not use MqttEncoder,BUG
1066,JVM crash on Raspberry Pi3 (cross-post from vertx-web),BUG
1067,IpV4Subnet.contains() always returns true for single-address subnets (3.10.4),BUG
1068,websocket server sample does not work for netty-example-4.0.35.Final-sources,BUG
1069,HandlerException:syscall:read(...)() failed: Connection reset by peer,BUG
1070,EpollChannelOption.TCP_QUICKACK is set as an Integer,BUG
1071,Race condition in MessageToMessageEncoder if ch.write(..) is called from channelWritabilityChanged,BUG
1072,IOOBE in DefaultDnsRecordDecoder#decodeName,BUG
1073,ChannelInitializer prevents propagation of channelRegistered event,BUG
1074,Invalid handling of trailing dots in DnsNameResolver,BUG
1075,Remove misleading argument from HttpServerUpgradeHandler.UpgradeCodec.upgradeTo,BUG
1076,Change HttpServerUpgradeHandler.UpgradeCodec to allow aborting upgrade,BUG
1077,Netty 4.1.0.CR1: DNS resolver do not treat non-ASCII characters correctly,BUG
1078,NetUtil can prevent using Netty due to SecurityManager denial,BUG
1079,Netty 4.1.0.CR1: DNS resolver accepts invalid FQDN with label length > 63 octet,BUG
1080,race between ChannelFuture satisfaction and fireChannelActive in nio/oio,BUG
1081,OpenSSL provider does not work with TLSv1.1 and TLSv1.0,BUG
1082,missing channelRegistered(...) invocation on first channel handler when added via pipeline.addFirst(...),BUG
1083,io.netty.handler.codec.http.multipart.HttpPostMultipartRequestDecoder unwraped UnsupportedCharsetException ,BUG
1084,http2: f990f99 broke sending RST_STREAM,BUG
1085,SocketStartTlsTest.testStartTls test failure due to timeout,BUG
1086,JVM crash when websocket is closed from client,BUG
1087,EpollEventLoop fails to initialize,BUG
1088,HTTP/2 codec may not always call Http2Connection$Listener.onStreamRemoved,BUG
1089,CorsConfigBuilder allowNullOrigin method should be public instead of package private,BUG
1090,Race in AddressResolverGroup,BUG
1091,Race in PoolArena.allocate,BUG
1092,OpenSslContext throws UnsupportedOperationException when Unsafe not available ,BUG
1093,Possible race condition in ResourceLeakDetector,BUG
1094,java.lang.AssertionError during CI run,BUG
1095,All tests for channel re-registering stop working after migration 4.0.33 -> 4.0.34,BUG
1096,Native transport package prefix not working.,BUG
1097,Certificate failing set in OpenSslServerContext on Linux under CR1,BUG
1098,HTTP/2 InboundHttp2ToHttpAdapter Leak,BUG
1099,HTTP/2 encoder frame merge does not handle integer overflow,BUG
1100,DnsNameResolverContext infinite loop,BUG
1101,CompositeByteBuf.addComponent ownership clarification,BUG
1102,WeightedFairQueueByteDistributor headers can be written out of order,BUG
1103,"CompositeByteBuf.toString(int index, int length, Charset charset) fails when the buffer has more than two components",BUG
1104,WebSocketServerCompressionHandler doesn't work properly,BUG
1105,"Enabling SNI, OpenSSL client from netty does not work ",BUG
1106,AsciiString.EMPTY_STRING.trim() fails in v.5.0.0.Alpha2,BUG
1107,OpenSslEngine.setEnabledProtocols fails to enable protocols that are currently disabled,BUG
1108,OpenSSL provider allows null cert chain even if client authentication is required,BUG
1109,SSLPeerUnverifiedException: peer not verified when using OpenSSL provider,BUG
1110,DnsNameResolverTest.testResolveIp failure,BUG
1111,Use Http2GoAwayException consistently,BUG
1112,ZlibCodecFactory enforces JZlib decoder by default,BUG
1113,Race condition in SslHandler,BUG
1114,Netty 4.1.CR-SNAPSHOT reusing HTTP/2 stream IDs when maxConcurrentStreams is set,BUG
1115,Problem with building on Ubuntu 14.04 LTS 32-Bit,BUG
1116,java.lang.IllegalStateException: channel not registered to an event loop,BUG
1117,IndexOutOfBoundsException for CompositeByteBuf,BUG
1118,netty-transport-native-epoll pom.xml has encoding ISO-8859-15,BUG
1119,PemReader chokes on headers in private key block generated by old versions of OpenSSL,BUG
1120,Weird websocket client behaviour with pooled allocator,BUG
1121,isKeepAlive is not supported by Epoll,BUG
1122,HTTP/2 UniformStreamByteDistributor can get into an infinite loop,BUG
1123,HTTP/2 DefaultHttp2RemoteFlowController Stream writability notification broken,BUG
1124,HTTP2 padding merging breaks flow control,BUG
1125,Http2ConnectionHandler builder API design issues,BUG
1126,NPE in AbstractNioChannel.doBeginRead,BUG
1127,AsciiString.contentEqualsIgnoreCase does not work correctly for AsciiString comparison,BUG
1128,Netty 4.1 generates the XxxObjectHashMapTest.java to the wrong package?,BUG
1129,HTTP/2 UniformStreamByteDistributor stream window ignored,BUG
1130,WebSocketHandshaker.finishHandshake could result in recursive channelRead event,BUG
1131,WebSocketClientHandshakers are too restrictive on handshake response status,BUG
1132,FullHttp[Request|Response].hashCode() handles refCnt == 0 but equals() does not,BUG
1133,HttpClientUpgradeHandler.setUpgradeHeaders() append a wrong 'upgrade'.,BUG
1134,DefaultPromise and ImmediateEventExecutor synchronization issues,BUG
1135,Spaces in WebSocket URIs not handled correctly,BUG
1136,IllegalReferenceCountException from HttpObjectDecoder when switching a protocol,BUG
1137,io.netty.util.IllegalReferenceCountException in CoalescingBufferQueueTest,BUG
1138,ALPN API dependency should have `provided` scope,BUG
1139,HTTP2 stream can create log spam on server,BUG
1140,DefaultFullHttp(Request|Response).hashCode() throws IllegalRefCountException,BUG
1141,HttpConversionUtil - Incorrect conversion of Cookie header,BUG
1142,High CPU usage with SO_LINGER and sudden connection close (4.0.26.Final+),BUG
1143,Strange IllegalReferenceCountException,BUG
1144,"Random ""connection refused"" when using unix sockets",BUG
1145,"OpenSSL client side ""renegotiation unsupported"" issue",BUG
1146,ByteToMessageDecoder have to watch out for empty buffers,BUG
1147,Http2 StreamBufferingEncoder does not write data frame for client initialized streams,BUG
1148,FixedChannelPool race condition when closed during acquire,BUG
1149,Assertion error in globalEventExecutor,BUG
1150,Unpooled CompositeByteBufs log leak detection errors,BUG
1151,OpenSslServerContext reinitializes the provided TrustManagerFactory with the key cert chain.,BUG
1152,Sending an empty ArrayBuffer causes an error,BUG
1153,Cleanup proxy example,BUG
1154,A number of toString() methods on classes that implement ByteBufHolder can throw IllegalReferenceCountException,BUG
1155,Epoll level-triggered discards last packets when remote end disconnects,BUG
1156,EmbeddedChannel does not fireInactive when closing,BUG
1157,Http/2 write ping (in response to reading a ping) Unit Test Leak,BUG
1158,SslHandler misses to store all queued MessageEvents on channel closed,BUG
1159,OutOfMemoryError: Direct buffer memory when using EPOLL transport,BUG
1160,DefaultHttp2RemoteFlowController not re-visiting nodes that still have streamable bytes,BUG
1161,Adding DefaultHttpHeaders to itself creates infinite loop,BUG
1162,EpollSocketTcpMd5Test.testKeyMismatch failing consistently,BUG
1163,StompSubframeDecoder fails to decode a STOMP frame whose content is split across multiple packets (buffers),BUG
1164,StompHeaders constants can no longer be used to fetch headers from DefaultHeaders,BUG
1165,HttpConversionUtil.toHttp2Headers converts uri to path header unproperly,BUG
1166,HTTP/2 FlowController allocated write and flush,BUG
1167,NioEventLoop takes 1 second to shutdown if there are open connections,BUG
1168,Http2ConnectionHandler.onStreamError NullPointerException,BUG
1169,OpenSslEngine: `unwrap` sets the position of the source buffer incorrectly if it follows more than one `wrap` call,BUG
1170,OpenSslEngine returns NOT_HANDSHAKING instead of FINISHED,BUG
1171,StreamBufferingEncoderTest ByteBuf leak,BUG
1172,[ForkJoinPool] Thread Local Leak detected,BUG
1173,Http2ConnectionHandler does not close the stream 1 (HTTP_UPGRADE_STREAM_ID),BUG
1174,"[FIX INCLUDED] Improrer use of the ""write"" flag causes flush() to be ignored, increasing used resources",BUG
1175,Broken support of SCTP_INIT_MAXSTREAMS in *SctpServerChannel,BUG
1176,NullPointer @     at io.netty.buffer.PoolChunk.initBufWithSubpage,BUG
1177,SpdyHttpEncoder fails to convert HttpResponse to SpdyFrame,BUG
1178,ThreadProperties test failure,BUG
1179,epoll force closes connection,BUG
1180,Leak in BinaryMemcacheEncoderTest,BUG
1181,Http2ConnectionHandler leak,BUG
1182,SslHandshakeCompletionEvent not fired for all ssl handlers,BUG
1183,PlatformDependent.throwException() with null argument takes down the JVM,BUG
1184,epoll - random timeouts,BUG
1185,LocalChannel sequencing issue leading to HTTP/2 unit test failure,BUG
1186,Decryption failed or bad mac record in Android 5.0,BUG
1187,Internal MpscLinkedQueue hangs on high frequency operations,BUG
1188,HttpObjectDecoder#isContentAlwaysEmpty does not handle upgrade responses correctly,BUG
1189,Epoll HttpServer ClosedChannelException death spiral,BUG
1190,Removing ByteToMessageCodec from pipeline does not post remaining bytes to channel,BUG
1191,"IllegalStateException seen when ""Expect: 100-continue"" header used",BUG
1192,NPE in DnsNameResolver in conjunction with a negative caching policy,BUG
1193,HttpObjectAggregator 100-continue behavior,BUG
1194,SpdyHttpDecoder fails to decode SpdyFrame to HttpRequest,BUG
1195,HTTP/2 FlowController and flushing,BUG
1196,XmlFrameDecoder is corrupt,BUG
1197,FixedChannelPool does not properly counts the acquiredChannelCount,BUG
1198,ChannelGroup has race-condition,BUG
1199,"HttpPostRequestDecoder.cleanString() puts ""32"" instead of "" """,BUG
1200,Fix invalid check arguments in 'OpenSslServerContext.setTicketKeys',BUG
1201,Fix cookie encoding when maxAge is greater than 24 days,BUG
1202,Resource leak in CoalescingBufferQueue,BUG
1203,FixedChannelPool does not count acquired channels precisely,BUG
1204,DNS status codes not visible to the query future's listener,BUG
1205,DNS query ID space exhaustion,BUG
1206,SslHandler does not support FileRegion,BUG
1207,NullPointerException in PendingWriteQueue,BUG
1208,Regression in codec-http 4.1.0.Beta4 and later,BUG
1209,Http2ConnectionHandler breaks channelReadComplete pipeline notification,BUG
1210,Endless loop when ChannelOutboundBuffer.addFlush,BUG
1211,EmbeddedChannel constructor throws IllegalStateException,BUG
1212,FixedCompositeByteBuf is broken copying bytes to direct buffers,BUG
1213,Data frame coalescing in HTTP2 breaks with LocalChannel,BUG
1214,Buffer leak in HTTP2,BUG
1215,Out of memory error,BUG
1216,SslHandler does not send SSL close notify after receiving an invalid client certificate,BUG
1217,"""ByteBuf copiedBuffer(ByteBuffer buffer)"" in Netty 4.0.24 is NOT thread safe",BUG
1218,OSGi manifests in javadocs/sources jars,BUG
1219,OioSctpChannel read iterating over selected keys,BUG
1220,OpenSSL SSLSession returns incorrect peer principal,BUG
1221,FixedChannelPool creates 1 more channel than maxConnections,BUG
1222,Buffer leak in HTTP2,BUG
1223,Sporadic autobahn testsuite failure,BUG
1224,Fix build stability issues with the epoll transport,BUG
1225,Did ChannelOutBoundBuffer need to remove NIOBUFFER threadLocal while the message is done,BUG
1226,SingleThreadEventLoopTest failure on Windows 7 x64,BUG
1227,Http2OrHttpChooser API design issue,BUG
1228,Setting WRITE_BUFFER_LOW_WATER_MARK before WRITE_BUFFER_HIGH_WATER_MARK results in an internal Exception,BUG
1229,Contradictory documentation in io.netty.util.internal.PlatformDependent,BUG
1230,DNS resolver loses ADDITIONAL records,BUG
1231,IllegalReferenceCountException in DNS resolver,BUG
1232,Epoll client's connect future with ALLOW_HALF_CLOSURE enabled reports success on failed connection,BUG
1233,Certificate hostname verification with OpenSSL,BUG
1234,netty-transport-native-epoll-VERSION-linux-x86_64.jar isn't an OSGi bundle,BUG
1235,ChannelInitializer does not propagate Exceptions,BUG
1236,SslContextBuilder has conflicting conditions in keyManager(...),BUG
1237,"HttpPostRequestEncoder incorrect ""charset=charset"" definition on Android",BUG
1238,"HTTP/2 examples doesn't work with Chrome 42.0.2311.135 (64-bit) on OSX 10.10.3 , Java  1.8.0_45-b14 , Netty 5.0.0.Alpha3-SNAPSHOT ",BUG
1239,errors decoding cached records in DNS resolver/codec (IP address from A records),BUG
1240,HTTP/2 examples don't work with JDK SslProvider,BUG
1241,HTTP/2 headers with END_STREAM writes a RST_STREAM,BUG
1242,HTTP HEAD response generates a body with compression,BUG
1243,Channel gets closed before response is consumed,BUG
1244,websocket server does not send close frame,BUG
1245,Enabled SecurityManager results in ClassNotFoundError during io.netty.util.NetUtil initialization,BUG
1246,Livelock issue in MpscLinkedQueue.java,BUG
1247,SSLContextBuilder builds client context for server and vice-versa,BUG
1248,Removed HTTP/2 streams should consume all bytes,BUG
1249,ChannelFuture is not done after shutdown - causing deadlocks,BUG
1250,Close future hangs in ChannelFuture.close().sync(),BUG
1251,HTTP/2 send goaway with error condition must close tcp connection,BUG
1252,Immediate HTTP/2 stream removal kills connection for HEADERS,BUG
1253,AggregatedFullHttpMessage toString() behaviour,BUG
1254,"When using netty for a large file upload, how can I get uploaded size while upload is in progress?",BUG
1255,HTTP/2 Priority Tree circular link,BUG
1256,HttpStaticFileServerHandler Example: Fail to download file in ssl mode ,BUG
1257,4.1.0-Beta4: Regression in HttpRequestDecoder,BUG
1258,HTTPProxyHandler Keep-alive,BUG
1259,HTTP/2 RST_STREAM frame for an IDLE stream should result in connection error,BUG
1260,HTTP/2 HEADERS stream dependency stream state,BUG
1261,Excessively large cumulation ByteBuf in SslHandler,BUG
1262,HTTP/2 GOAWAY logic doesn't support graceful shutdown,BUG
1263,HTTP/2 disallows non-standard settings,BUG
1264,HTTP/2 Data Frame Error Case Handling,BUG
1265,Cannot subclass HttpHeaders and build with JDK 7 with maven build of 4.0.26.Final,BUG
1266,3.9: AbstractNioChannel.WriteRequestQueue fires INTEREST_OPS event from wrong thread,BUG
1267,Netty 4.0.26 - java.io.IOException: syscall:read(...)() failed: Connection reset by peer,BUG
1268,HELP! why log a warn when Channel connect failure .  version:netty-4.0.26.Final,BUG
1269,"When auto read is false, SslHandler should invoke Channel.read() if whole encrypted packets are not coming yet.",BUG
1270,HTTP/2 Priority Tree Management,BUG
1271,DefaultHttp2ConnectionEncoder.writePriority is broken.,BUG
1272,Privacy violation in io.netty.handler.codec.socks.SocksAuthRequest,BUG
1273,Investigate exception handling WRT Http2Connection.Listener notifications,BUG
1274,DefaultChannelId - Failed to find a usable hardware address on EC2,BUG
1275, java.lang.IllegalAccessError in io.netty:netty-all:4.1.0.Beta4 on jdk1.6,BUG
1276,Netty 4.0.26: no channelUnregistered callback for failed connection,BUG
1277,EpollSocketChannel.localAddress() returns always null if Native.connect() was not able to connect directly,BUG
1278,(Another) Invalid FileDescriptor causing infinite loop,BUG
1279,Endless recursion in DefaultPromise,BUG
1280,HttpObjectDecoder throws TooLongFrameException when it should not,BUG
1281,OSGi Bundle Manifest broken,BUG
1282,DefaultSocks5CommandResponseTest produce buffer leak,BUG
1283,normal usage can yield entropy warning messages,BUG
1284, HttpPostRequestDecoder boundary split bug,BUG
1285,"io.netty.buffer bundle reference io.netty.util ,but there's not a netty util osgi bundle",BUG
1286,ThreadPerChannelEventLoopGroupTest sometimes make the build stuck,BUG
1287,Use IllegalArgumentException as replacement for NPE as stated in SSLEngine javadocs,BUG
1288,OpenSslEngine not use the correct endOffset when wrap multiple ByteBuffer,BUG
1289,Unable to join to IPv4 multicast group,BUG
1290,invalid refernece decrement in AbstractNioByteChannel,BUG
1291,"Netty4: ""ChunkedInput.isEndOfInput() failed""",BUG
1292,SSLHandler and... recycled already,BUG
1293,ISE: void future when using IdleStateHandler with SSLHandler,BUG
1294,Flushing headers after last DATA write fails in DefaultHttp2ConnectionEncoder after window update,BUG
1295,NPE in Native#address() @ line 411,BUG
1296,"HTTP multipart request with filename containing "";"" causes exception",BUG
1297,SslHandler issue with latest 4.1b4 snapshot,BUG
1298,CharsetUtil.getEn/Decoder() should not change the coding error action,BUG
1299,HttpContentDecoder NPE,BUG
1300,Buffer Leak in LzfIntegrationTest,BUG
1301,Find a refCnt issue in HttpPostRequestEncoder.java when I run HttpUploadClient.java example on netty-netty-4.0.25.Final,BUG
1302,uploadFile error 4.0.15,BUG
1303,Netty 4.0.25 fails as OSGi bundle,BUG
1304,Channel.isWritable() not taking isActive() into account?,BUG
1305,io.netty.bootstrap.BootstrapTest.testAsyncResolutionFailure sometimes fails,BUG
1306,java.lang.NoClassDefFoundError: org/apache/tomcat/jni/CertificateVerifier,BUG
1307,channelReadComplete not triggered for EpollDatagramChannel,BUG
1308,QueryStringDecoder incorrectly adds a null query param,BUG
1309,AbstractNioBossPool may initialize more than once?,BUG
1310,DecoderException building Acteur,BUG
1311,IO-Events may get processed out of order,BUG
1312,scheduleTaskAtFixedRateB sporadic test failure,BUG
1313,CompositeByteBuf does not release empty component,BUG
1314,ChunkedWriteHandler sometimes does not flush the buffered outbound traffic.,BUG
1315, io.netty.handler.codec.http2.Http2ConnectionRoundtripTest  noMoreStreamIdsShouldSendGoAway(io.netty.handler.codec.http2.Http2ConnectionRoundtripTest) failure,BUG
1316,PendingWriteQueue.recycle() triggers channelWritabilityChanged() without updating its state,BUG
1317,VoidPromise notification works against contract,BUG
1318,Default MAX_MESSAGES_PER_READ causes delays on accepting connections with OIO,BUG
1319,HashedWheelTimerTest.testExecutionOnTime() fails on IBM JDK 7,BUG
1320,Cannot run DnsNameResolverTest in Java 6  ,BUG
1321,HttpObjectAggregator does not suppress channelReadComplete() when aggregation is not finished yet,BUG
1322,Recycler could cache infinite resources,BUG
1323,Race condition in ChannelPipline,BUG
1324,Support FileRegion without pre-initialized FileDescriptor,BUG
1325,HttpStaticFileServer example double EmptyLastHttpContent results in exception,BUG
1326,HTTP/2 HEADERS frames need to stay in-place WRT DATA frames.,BUG
1327,HTTP/2 outbound flow controller negative write size exception,BUG
1328,ProxyHandlerTest unit test failures,BUG
1329,HttpContentEncoder does not remove the 'Content-Length' header in a chunked response,BUG
1330,HttpContentCompressor data corruption,BUG
1331,EpollDatagramChannel never calls fireChannelActive() after connect(),BUG
1332,WebSocketServerProtocolHandler breaks ChannelHandler's exceptionCaught behavior,BUG
1333,AbstractNioMessageChannel not passing pipeline exceptions to exceptionCaught,BUG
1334,SslHandler - DirectByteBuffer - OutOfMemory,BUG
1335,java.lang.IllegalArgumentException: initialCapacity: -11 (expectd: 0+),BUG
1336,HTTP/2 stream id roll over behavior,BUG
1337,AggregatedFullHttpMessage toString(),BUG
1338,Cannot use OpenSsl on Debian 7 (Wheezy) and Ubuntu 12.04 (Precise),BUG
1339,"""="" character in quoted form-data boundary string causes exception",BUG
1340,HTTP/2 server example not using flow controller,BUG
1341,Epoll channelInactive delayed/not occuring?,BUG
1342,Error flushing and closing HTTP Connection,BUG
1343,"Oversized request closed whenever Expect: 100-continue is not present, version 4.1.0-Beta3",BUG
1344,WriteTimeoutHandler missed cleanup,BUG
1345,WebSocketClientProtocolHandshakeHandler leaks,BUG
1346,zero-sized DefaultFileRegion leads to system stuck & high sys usage,BUG
1347,SSL handshake successful after ALPN nego failure,BUG
1348,AutoRead bug,BUG
1349,WebSocket does not work with Google Chrome if allowExtensions is false.,BUG
1350,"Performance regression in GlobalTrafficShapingHandler, version 4.0.22",BUG
1351,Websocket examples broken in Chrome (extension negotiation problem),BUG
1352,Version.identify() missing epoll transport when using all in one jar,BUG
1353,JVM crash on heavy load ,BUG
1354,https and wss client examples are calling SslContext.newServerContext,BUG
1355,HTTP/2 onDataRead may accept data for streams in invalid states,BUG
1356,ChannelDeregistrationTest.testWrappedEventLoop timeout test failure,BUG
1357, Netty Epoll workarround question & potential bug,BUG
1358,HTTP/2 AbstractHttp2ConnectionHandler exception catching,BUG
1359,1 byte memory leak in native transport,BUG
1360,NormalMemoryRegionCache's arraysize is over booked,BUG
1361,head is not updated when trim MemoryRegionCache,BUG
1362,Fix leaks found in commit 43d097d25aecc227dae30eaa8b0666ca50e0d87e,BUG
1363,Using HttpContentDecompressor with HttpObjectAggregator doesn't handle 100 CONTINUE correctly.,BUG
1364,HTTP/2 binary headers requires additional validation for HTTP translation layer,BUG
1365,HTTP/2 Decompressor flow control interaction error,BUG
1366,Problems with shaping speed limit in AbstractTrafficShapingHandler (2).,BUG
1367,HTTP/2 unit test memory leaks round 2,BUG
1368,master branch build failure (on windows) - 2,BUG
1369,trasport/native/epoll build failure,BUG
1370,[Netty 4.0.23.Final] HttpPostRequestEncoder,BUG
1371,HTTP/2 unit tests not releasing buffers,BUG
1372,EmbeddedChannelId doesn't work properly if serialized,BUG
1373,NumberFormatException in Native code trying to get the remote address,BUG
1374,TrafficShapingHandlerTest failure (on CI server for seemingly unrelated PR),BUG
1375,master branch build failure (on windows),BUG
1376,Recycler maxCapcity can be ignored,BUG
1377,SPDY client example NPE when talking with SPDY server example,BUG
1378,SingleThreadEventLoopTest failing on Jenkins,BUG
1379,CPU spikes in netty 5 when no requests,BUG
1380,Writing DefaultFileRegion with EpollSocketChannel may cause hang,BUG
1381,Unstable performance of ChunkedWriteHandler in Windows,BUG
1382,AbstractChannelHandlerContext implements two conflicting interfaces,BUG
1383,ByteToMessageCodec miss to check for @Sharable annotation,BUG
1384,Android - NioEventLoopGroup creation causes NPE,BUG
1385,EmbeddedChannel does not work with ChannelInitializer,BUG
1386,Regression in writing mixed messages,BUG
1387,Close frame in WebSocket00FrameEncoder is not duplicated,BUG
1388,"CIDR 0.0.0.0/0 should accept all connections, but it won't",BUG
1389,Fix TrafficShapingTest,BUG
1390,Data corruption when sending a FileRegion via the epoll transport,BUG
1391,ChannelOutboundBuffer can cause data-corruption because of caching ByteBuffers,BUG
1392,Channel.isWritable() does not work when SslHandler is used,BUG
1393,io.netty.util.HashedWheelTimerTest.testExecutionOnTime is flakey,BUG
1394,SpdySession.getActiveStreams() does not return all streams (4.0.21),BUG
1395,SpdySession.getActiveStreams() does not return all streams (3.9.2),BUG
1396,http codec request encoder can cause http request lines to contain invalid uri,BUG
1397,Question regarding compatibility with task schedule for Nio and Oio default event loop,BUG
1398,Unexpected behaviour: ChannelFuture.setFailure(null) results in (ChannelFuture.isSuccess == true),BUG
1399,Noisy exception while try to detect NetUtil.SOMAXCONN on non-linux ,BUG
1400,JdkSslContext ignores key password,BUG
1401,War room for the recent ChannelOutboundBuffer-related regression in 4.0,BUG
1402,Netty sometimes puts incorrect remote address to a ConnectException message,BUG
1403,ChannelOutboundBuffer only be usable via AbstractChannel,BUG
1404,"DnsResource.duplicate() should return DnsResource, not ByteBufHolder",BUG
1405,DefaultChannelId PID parsing fails on OS X if PID > 65535,BUG
1406,ReplayingDecoder / ByteToMessageDecoder not call fireChannelReadComplete(),BUG
1407,Inconsistency when handling writes,BUG
1408,Authority sections of DNS responses decoded incorrectly causing NPE,BUG
1409,ChannelOutboundBuffer.nioBuffers() should always return non-null array as stated in javadocs,BUG
1410,Inconsistent synchronization of some variables in SpdySessionHandler,BUG
1411,Synchronization performed on util.concurrent instance in TrafficCounter,BUG
1412,Cannot build on SmartOS (Solaris variant),BUG
1413,Correctly write until EAGAIN when using native transport,BUG
1414,Possible NPE when fullfill connect ChannelPromise,BUG
1415,java.net.NoRouteToHostException breaks NioDatagramChannel/Bootstrap,BUG
1416,exception in hashedwheelTimer,BUG
1417,Bug in the new IntObjectHashMap.java,BUG
1418,AbstractByteBuf performance regression when use ByteBufProcessor,BUG
1419,Infinity-loop in HashedWheelTimer,BUG
1420,epoll transport fails on gathering write of more then 1024 buffers,BUG
1421,ByteBuf leak in NioDatagramChannel when IOException occure,BUG
1422,Throw TooLongFrameException instead of using fireExceptionCaught,BUG
